_id,start_station_id,start_station_name,start_station_latitude,start_station_longitude
ObjectId("5e4e2e36dbd3e62f6ebce50b"),3287,W 87 St & West End Ave,40.789622,-73.97757
ObjectId("5e4e2e36dbd3e62f6ebce50c"),3288,E 88 St & 1 Ave,40.778301,-73.9488134
ObjectId("5e4e2e36dbd3e62f6ebce50d"),3289,W 90 St & Amsterdam Ave,40.79017948,-73.97288918
ObjectId("5e4e2e36dbd3e62f6ebce50e"),3290,E 89 St & York Ave,40.7779453,-73.946041
ObjectId("5e4e2e36dbd3e62f6ebce50f"),3292,5 Ave & E 93 St,40.7857851,-73.957481
ObjectId("5e4e2e36dbd3e62f6ebce510"),3293,W 92 St & Broadway,40.7921,-73.9739
ObjectId("5e4e2e36dbd3e62f6ebce511"),3294,E 91 St & Park Ave,40.7835016,-73.955327
ObjectId("5e4e2e36dbd3e62f6ebce512"),3295,Central Park W & W 96 St,40.79127,-73.964839
ObjectId("5e4e2e36dbd3e62f6ebce513"),3296,E 93 St & 2 Ave,40.78245418,-73.94891962
ObjectId("5e4e2e36dbd3e62f6ebce514"),3297,6 St & 7 Ave,40.6686627,-73.97988067
ObjectId("5e4e2e36dbd3e62f6ebce515"),3298,Warren St & Court St,40.686371,-73.99383324
ObjectId("5e4e2e36dbd3e62f6ebce516"),3299,E 98 St & Park Ave,40.78813,-73.95206
ObjectId("5e4e2e36dbd3e62f6ebce517"),330,Reade St & Broadway,40.71450451,-74.00562789
ObjectId("5e4e2e36dbd3e62f6ebce518"),3300,Prospect Park West & 8 St,40.66514682,-73.97637606
ObjectId("5e4e2e36dbd3e62f6ebce519"),3301,Columbus Ave & W 95 St,40.7919557,-73.968087
ObjectId("5e4e2e36dbd3e62f6ebce51a"),3302,Columbus Ave & W 103 St,40.7969347,-73.96434123
ObjectId("5e4e2e36dbd3e62f6ebce51b"),3303,Butler St & Court St,40.6849894,-73.99440329
ObjectId("5e4e2e36dbd3e62f6ebce51c"),3304,6 Ave & 9 St,40.668127,-73.98377641
ObjectId("5e4e2e36dbd3e62f6ebce51d"),3305,E 91 St & 2 Ave,40.7811223,-73.94965589
ObjectId("5e4e2e36dbd3e62f6ebce51e"),3306,10 St & 7 Ave,40.6662078,-73.98199886
ObjectId("5e4e2e36dbd3e62f6ebce51f"),3307,West End Ave & W 94 St,40.7941654,-73.974124
ObjectId("5e4e2e36dbd3e62f6ebce520"),3308,Kane St & Clinton St,40.6861758,-73.99645295
ObjectId("5e4e2e36dbd3e62f6ebce521"),3309,E 97 St & 3 Ave,40.7859201,-73.94860294
ObjectId("5e4e2e36dbd3e62f6ebce522"),331,Pike St & Monroe St,40.71173107,-73.99193043
ObjectId("5e4e2e36dbd3e62f6ebce523"),3310,14 St & 7 Ave,40.663779,-73.98396846
ObjectId("5e4e2e36dbd3e62f6ebce524"),3311,Columbia St & Kane St,40.68763155,-74.0016256
ObjectId("5e4e2e36dbd3e62f6ebce525"),3312,1 Ave & E 94 St,40.7817212,-73.94594
ObjectId("5e4e2e36dbd3e62f6ebce526"),3313,6 Ave & 12 St,40.6663181,-73.9854617
ObjectId("5e4e2e36dbd3e62f6ebce527"),3314,W 95 St & Broadway,40.7937704,-73.971888
ObjectId("5e4e2e36dbd3e62f6ebce528"),3315,Henry St & Degraw St,40.6847514,-73.99917254
ObjectId("5e4e2e36dbd3e62f6ebce529"),3317,10 St & 5 Ave,40.6686273,-73.98700053
ObjectId("5e4e2e36dbd3e62f6ebce52a"),3318,2 Ave & E 96 St,40.7839636,-73.9471673
ObjectId("5e4e2e36dbd3e62f6ebce52b"),3319,14 St & 5 Ave,40.666287,-73.98895053
ObjectId("5e4e2e36dbd3e62f6ebce52c"),332,Cherry St,40.71219906,-73.97948148
ObjectId("5e4e2e36dbd3e62f6ebce52d"),3320,Central Park West & W 100 St,40.79406661,-73.96286845
ObjectId("5e4e2e36dbd3e62f6ebce52e"),3321,Clinton St & Union St,40.6831164,-73.99785267
ObjectId("5e4e2e36dbd3e62f6ebce52f"),3322,12 St & 4 Ave,40.668603,-73.9904394
ObjectId("5e4e2e36dbd3e62f6ebce530"),3323,W 106 St & Central Park West,40.7981856,-73.9605909
ObjectId("5e4e2e36dbd3e62f6ebce531"),3324,3 Ave & 14 St,40.6685455,-73.99333264
ObjectId("5e4e2e36dbd3e62f6ebce532"),3325,E 95 St & 3 Ave,40.7849032,-73.950503
ObjectId("5e4e2e36dbd3e62f6ebce533"),3326,Clinton St & Centre St,40.67434,-74.00194698
ObjectId("5e4e2e36dbd3e62f6ebce534"),3327,3 Ave & E 100 St,40.7877214,-73.94728331
ObjectId("5e4e2e36dbd3e62f6ebce535"),3328,W 100 St & Manhattan Ave,40.795,-73.9645
ObjectId("5e4e2e36dbd3e62f6ebce536"),3329,Degraw St & Smith St,40.6829151,-73.99318208
ObjectId("5e4e2e36dbd3e62f6ebce537"),3330,Henry St & Bay St,40.6725058,-74.00494695
ObjectId("5e4e2e36dbd3e62f6ebce538"),3331,Riverside Dr & W 104 St,40.8013434,-73.97114574
ObjectId("5e4e2e36dbd3e62f6ebce539"),3332,Degraw St & Hoyt St,40.68199044,-73.99079025
ObjectId("5e4e2e36dbd3e62f6ebce53a"),3333,Columbia St & Lorraine St,40.6747055,-74.0075572
ObjectId("5e4e2e36dbd3e62f6ebce53b"),3335,Union St & 4 Ave,40.6772744,-73.98282002
ObjectId("5e4e2e36dbd3e62f6ebce53c"),3336,E 97 St & Madison Ave,40.787801,-73.953559
ObjectId("5e4e2e36dbd3e62f6ebce53d"),3337,Dwight St & Van Dyke St,40.67363551,-74.01195556
ObjectId("5e4e2e36dbd3e62f6ebce53e"),3338,2 Ave & E 99 St,40.7862586,-73.94552579
ObjectId("5e4e2e36dbd3e62f6ebce53f"),3339,Berkeley Pl & 6 Ave,40.6765304,-73.97846879
ObjectId("5e4e2e36dbd3e62f6ebce540"),334,W 20 St & 7 Ave,40.74238787,-73.99726235
ObjectId("5e4e2e36dbd3e62f6ebce541"),3340,Wolcott St & Dwight St,40.6753274,-74.0100698
ObjectId("5e4e2e36dbd3e62f6ebce542"),3341,Central Park West & W 102 St,40.795346,-73.96186
ObjectId("5e4e2e36dbd3e62f6ebce543"),3342,Pioneer St & Richards St,40.6777748,-74.0094613
ObjectId("5e4e2e36dbd3e62f6ebce544"),3343,W 107 St & Columbus Ave,40.7997568,-73.96211287
ObjectId("5e4e2e36dbd3e62f6ebce545"),3344,Pioneer St & Van Brunt St,40.679043,-74.011169
ObjectId("5e4e2e36dbd3e62f6ebce546"),3345,Madison Ave & E 99 St,40.78948542,-73.95242929
ObjectId("5e4e2e36dbd3e62f6ebce547"),3346,Berkeley Pl & 7 Ave,40.67514684,-73.97523209
ObjectId("5e4e2e36dbd3e62f6ebce548"),3347,Van Brunt St & Wolcott St,40.6773429,-74.01275056
ObjectId("5e4e2e36dbd3e62f6ebce549"),3348,Coffey St & Conover St,40.677236,-74.015665
ObjectId("5e4e2e36dbd3e62f6ebce54a"),3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984
ObjectId("5e4e2e36dbd3e62f6ebce54b"),335,Washington Pl & Broadway,40.72903917,-73.99404649
ObjectId("5e4e2e36dbd3e62f6ebce54c"),3350,W 100 St & Broadway,40.7973721,-73.97041192
ObjectId("5e4e2e36dbd3e62f6ebce54d"),3351,E 102 St & 1 Ave,40.7869946,-73.94164802
ObjectId("5e4e2e36dbd3e62f6ebce54e"),3352,Sigourney St & Columbia St,40.67267243,-74.00879525
ObjectId("5e4e2e36dbd3e62f6ebce54f"),3354,3 St & Prospect Park West,40.668132,-73.97363831
ObjectId("5e4e2e36dbd3e62f6ebce550"),3355,E 66 St & Madison Ave,40.76800889,-73.96845281
ObjectId("5e4e2e36dbd3e62f6ebce551"),3356,Amsterdam Ave & W 66 St,40.7746671,-73.98470567
ObjectId("5e4e2e36dbd3e62f6ebce552"),3357,W 106 St & Amsterdam Ave,40.8008363,-73.96644925
ObjectId("5e4e2e36dbd3e62f6ebce553"),3358,Garfield Pl & 8 Ave,40.6711978,-73.97484126
ObjectId("5e4e2e36dbd3e62f6ebce554"),3359,E 68 St & Madison Ave,40.7691572,-73.96703464
ObjectId("5e4e2e36dbd3e62f6ebce555"),336,Sullivan St & Washington Sq,40.73047747,-73.99906065
ObjectId("5e4e2e36dbd3e62f6ebce556"),3360,Amsterdam Ave & W 79 St,40.7829391,-73.9786517
ObjectId("5e4e2e36dbd3e62f6ebce557"),3362,Madison Ave & E 82 St,40.7781314,-73.96069399
ObjectId("5e4e2e36dbd3e62f6ebce558"),3363,E 102 St & Park Ave,40.7904828,-73.95033068
ObjectId("5e4e2e36dbd3e62f6ebce559"),3364,Carroll St & 5 Ave,40.6751622,-73.9814832
ObjectId("5e4e2e36dbd3e62f6ebce55a"),3365,3 St & 7 Ave,40.6703837,-73.97839676
ObjectId("5e4e2e36dbd3e62f6ebce55b"),3366,West End Ave & W 107 St,40.8021174,-73.96818053
ObjectId("5e4e2e36dbd3e62f6ebce55c"),3367,5 Ave & E 103 St,40.7922553,-73.95249933
ObjectId("5e4e2e36dbd3e62f6ebce55d"),3368,5 Ave & 3 St,40.6728155,-73.98352355
ObjectId("5e4e2e36dbd3e62f6ebce55e"),3369,E 82 St & East End Ave,40.7724607,-73.9468208
ObjectId("5e4e2e36dbd3e62f6ebce55f"),337,Old Slip & Front St,40.7037992,-74.00838676
ObjectId("5e4e2e36dbd3e62f6ebce560"),3370,E 78 St & 2 Ave,40.7727966,-73.95577801
ObjectId("5e4e2e36dbd3e62f6ebce561"),3372,E 74 St & 1 Ave,40.7689738,-73.95482273
ObjectId("5e4e2e36dbd3e62f6ebce562"),3373,3 St & 3 Ave,40.6750705,-73.98775226
ObjectId("5e4e2e36dbd3e62f6ebce563"),3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613
ObjectId("5e4e2e36dbd3e62f6ebce564"),3375,3 Ave & E 72 St,40.7699426,-73.96060712
ObjectId("5e4e2e36dbd3e62f6ebce565"),3376,E 65 St & 2 Ave,40.76471852,-73.9622207
ObjectId("5e4e2e36dbd3e62f6ebce566"),3377,Carroll St & Bond St,40.6786115,-73.99037292
ObjectId("5e4e2e36dbd3e62f6ebce567"),3378,E 76 St & Park Ave,40.773763,-73.96222088
ObjectId("5e4e2e36dbd3e62f6ebce568"),3379,E 103 St & Lexington Ave,40.7903051,-73.94755757
ObjectId("5e4e2e36dbd3e62f6ebce569"),3381,3 St & Hoyt St,40.6777287,-73.99364123
ObjectId("5e4e2e36dbd3e62f6ebce56a"),3382,Carroll St & Smith St,40.680611,-73.99475825
ObjectId("5e4e2e36dbd3e62f6ebce56b"),3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104
ObjectId("5e4e2e36dbd3e62f6ebce56c"),3384,Smith St & 3 St,40.6787242,-73.99599099
ObjectId("5e4e2e36dbd3e62f6ebce56d"),3386,1 Pl & Clinton St,40.6809591,-73.99905709
ObjectId("5e4e2e36dbd3e62f6ebce56e"),3387,E 106 St & Madison Ave,40.7934337,-73.94945003
ObjectId("5e4e2e36dbd3e62f6ebce56f"),3388,President St & Henry St,40.6828003,-73.99990419
ObjectId("5e4e2e36dbd3e62f6ebce570"),3389,Carroll St & Columbia St,40.6830456,-74.00348559
ObjectId("5e4e2e36dbd3e62f6ebce571"),339,Avenue D & E 12 St,40.72580614,-73.97422494
ObjectId("5e4e2e36dbd3e62f6ebce572"),3390,E 109 St & 3 Ave,40.79329668,-73.9432083
ObjectId("5e4e2e36dbd3e62f6ebce573"),3391,E 106 St & 1 Ave,40.7892529,-73.93956237
ObjectId("5e4e2e36dbd3e62f6ebce574"),3392,Commerce St & Van Brunt St,40.6812117,-74.00860912
ObjectId("5e4e2e36dbd3e62f6ebce575"),3393,Richards St & Delavan St,40.6794327,-74.00785041
ObjectId("5e4e2e36dbd3e62f6ebce576"),3394,Columbia St & W 9 St,40.6769993,-74.00647134
ObjectId("5e4e2e36dbd3e62f6ebce577"),3395,Henry St & W 9 St,40.6763744,-74.00324957
ObjectId("5e4e2e36dbd3e62f6ebce578"),3396,Clinton St & 4 Place,40.6783563,-74.00014502
ObjectId("5e4e2e36dbd3e62f6ebce579"),3397,Court St & Nelson St,40.6763947,-73.99869893
ObjectId("5e4e2e36dbd3e62f6ebce57a"),3398,Smith St & 9 St,40.6746957,-73.99785768
ObjectId("5e4e2e36dbd3e62f6ebce57b"),3399,7 St & 3 Ave,40.67260298,-73.98983002
ObjectId("5e4e2e36dbd3e62f6ebce57c"),340,Madison St & Clinton St,40.71269042,-73.98776323
ObjectId("5e4e2e36dbd3e62f6ebce57d"),3400,E 110 St & Madison Ave,40.7961535,-73.94782145
ObjectId("5e4e2e36dbd3e62f6ebce57e"),3402,Court St & State St,40.6902375,-73.99203074
ObjectId("5e4e2e36dbd3e62f6ebce57f"),3403,4 Ave & 9 St,40.6705135,-73.98876585
ObjectId("5e4e2e36dbd3e62f6ebce580"),3404,7 St & 5 Ave,40.6704922,-73.98541675
ObjectId("5e4e2e36dbd3e62f6ebce581"),3405,5 St & 6 Ave,40.6704836,-73.98208968
ObjectId("5e4e2e36dbd3e62f6ebce582"),3407,Union St & Nevins St,40.679098,-73.98765475
ObjectId("5e4e2e36dbd3e62f6ebce583"),3408,Congress St & Clinton St,40.6881529,-73.99520919
ObjectId("5e4e2e36dbd3e62f6ebce584"),3409,Bergen St & Smith St,40.6867443,-73.99063168
ObjectId("5e4e2e36dbd3e62f6ebce585"),341,Stanton St & Mangin St,40.71782143,-73.97628939
ObjectId("5e4e2e36dbd3e62f6ebce586"),3410,Dean St & Hoyt St,40.6864442,-73.98759104
ObjectId("5e4e2e36dbd3e62f6ebce587"),3411,Bond St & Bergen St,40.6849668,-73.98620772
ObjectId("5e4e2e36dbd3e62f6ebce588"),3412,Pacific St & Nevins St,40.6853761,-73.98302136
ObjectId("5e4e2e36dbd3e62f6ebce589"),3413,Wyckoff St & 3 Ave,40.6827549,-73.98258555
ObjectId("5e4e2e36dbd3e62f6ebce58a"),3414,Bergen St & Flatbush Ave,40.68094472,-73.97567332
ObjectId("5e4e2e36dbd3e62f6ebce58b"),3415,Prospect Pl & 6 Ave,40.6793307,-73.97519523
ObjectId("5e4e2e36dbd3e62f6ebce58c"),3416,7 Ave & Park Pl,40.6776147,-73.97324283
ObjectId("5e4e2e36dbd3e62f6ebce58d"),3417,Baltic St & 5 Ave,40.6795766,-73.97854971
ObjectId("5e4e2e36dbd3e62f6ebce58e"),3418,Plaza St West & Flatbush Ave,40.6750207,-73.97111473
ObjectId("5e4e2e36dbd3e62f6ebce58f"),3419,Douglass St & 4 Ave,40.6792788,-73.98154004
ObjectId("5e4e2e36dbd3e62f6ebce590"),342,Columbia St & Rivington St,40.71739973,-73.98016555
ObjectId("5e4e2e36dbd3e62f6ebce591"),3420,Douglass St & 3 Ave,40.6802133,-73.98432695
ObjectId("5e4e2e36dbd3e62f6ebce592"),3422,Columbia St & Degraw St,40.6859296,-74.00242364
ObjectId("5e4e2e36dbd3e62f6ebce593"),3423,West Drive & Prospect Park West,40.66106337,-73.97945255
ObjectId("5e4e2e36dbd3e62f6ebce594"),3424,E 106 St & Lexington Ave,40.791976,-73.945993
ObjectId("5e4e2e36dbd3e62f6ebce595"),3425,2 Ave & E 104 St,40.7892105,-73.94370784
ObjectId("5e4e2e36dbd3e62f6ebce596"),3429,Hanson Pl & Ashland Pl,40.68506807,-73.9779076
ObjectId("5e4e2e36dbd3e62f6ebce597"),343,Clinton Ave & Flushing Ave,40.69794,-73.96986848
ObjectId("5e4e2e36dbd3e62f6ebce598"),3430,Richardson St & N Henry St,40.71907891,-73.9422369
ObjectId("5e4e2e36dbd3e62f6ebce599"),3435,Grand St & Elizabeth St,40.718822,-73.99596
ObjectId("5e4e2e36dbd3e62f6ebce59a"),3437,Riverside Dr & W 91 St,40.79313481,-73.97700369
ObjectId("5e4e2e36dbd3e62f6ebce59b"),344,Monroe St & Bedford Ave,40.6851443,-73.95380904
ObjectId("5e4e2e36dbd3e62f6ebce59c"),3440,Fulton St & Adams St,40.69241829,-73.98949474
ObjectId("5e4e2e36dbd3e62f6ebce59d"),3441,10 Hudson Yards,40.752957,-74.00264
ObjectId("5e4e2e36dbd3e62f6ebce59e"),3443,W 52 St & 6 Ave,40.76132983,-73.97982001
ObjectId("5e4e2e36dbd3e62f6ebce59f"),3449,Eckford St & Engert Ave,40.72146256,-73.94800901
ObjectId("5e4e2e36dbd3e62f6ebce5a0"),3452,Bayard St & Leonard St,40.71915572,-73.94885391
ObjectId("5e4e2e36dbd3e62f6ebce5a1"),3453,Devoe St & Lorimer St,40.71335226,-73.94910336
ObjectId("5e4e2e36dbd3e62f6ebce5a2"),3454,Leonard St & Maujer St,40.71036854,-73.94705951
ObjectId("5e4e2e36dbd3e62f6ebce5a3"),3456,Jackson St & Leonard St,40.71638032,-73.94821286
ObjectId("5e4e2e36dbd3e62f6ebce5a4"),3457,E 58 St & Madison Ave,40.76302594,-73.97209525
ObjectId("5e4e2e36dbd3e62f6ebce5a5"),3459,E 53 St & 3 Ave,40.75763228,-73.96930575
ObjectId("5e4e2e36dbd3e62f6ebce5a6"),346,Bank St & Hudson St,40.73652889,-74.00618026
ObjectId("5e4e2e36dbd3e62f6ebce5a7"),3461,Murray St & Greenwich St,40.71485151,-74.01122332
ObjectId("5e4e2e36dbd3e62f6ebce5a8"),3463,E 16 St & Irving Pl,40.73536706,-73.98797393
ObjectId("5e4e2e36dbd3e62f6ebce5a9"),3467,W Broadway & Spring Street,40.72494672,-74.00165856
ObjectId("5e4e2e36dbd3e62f6ebce5aa"),3469,India St & West St,40.73181402,-73.95995021
ObjectId("5e4e2e36dbd3e62f6ebce5ab"),347,Greenwich St & W Houston St,40.728846,-74.008591
ObjectId("5e4e2e36dbd3e62f6ebce5ac"),3472,W 15 St & 10 Ave,40.74275383,-74.00747359
ObjectId("5e4e2e36dbd3e62f6ebce5ad"),3477,39 St & 2 Ave - Citi Bike HQ at Industry City,40.65539977,-74.01062787
ObjectId("5e4e2e36dbd3e62f6ebce5ae"),3478,2 Ave & 36 St - Citi Bike HQ at Industry City,40.65708867,-74.00870204
ObjectId("5e4e2e36dbd3e62f6ebce5af"),3479,Picnic Point,40.6851256,-74.02535319
ObjectId("5e4e2e36dbd3e62f6ebce5b0"),3486,Schermerhorn St & Bond St,40.68841743,-73.98451656
ObjectId("5e4e2e36dbd3e62f6ebce5b1"),349,Rivington St & Ridge St,40.71850211,-73.98329859
ObjectId("5e4e2e36dbd3e62f6ebce5b2"),3490,E 116 St & 2 Ave,40.796879,-73.937261
ObjectId("5e4e2e36dbd3e62f6ebce5b3"),3491,E 118 St & 1 Ave,40.79747,-73.93504
ObjectId("5e4e2e36dbd3e62f6ebce5b4"),3492,E 118 St & Park Ave,40.8005385,-73.9419949
ObjectId("5e4e2e36dbd3e62f6ebce5b5"),3493,E 118 St & 3 Ave,40.799139,-73.9389152
ObjectId("5e4e2e36dbd3e62f6ebce5b6"),3494,E 115 St & Lexington Ave,40.797911,-73.9423
ObjectId("5e4e2e36dbd3e62f6ebce5b7"),3495,E 114 St & 1 Ave,40.7945663,-73.9362541
ObjectId("5e4e2e36dbd3e62f6ebce5b8"),3496,1 Ave & E 110 St,40.7923272,-73.9383
ObjectId("5e4e2e36dbd3e62f6ebce5b9"),3497,Pleasant Ave & E 116 St,40.7949879,-73.9333349
ObjectId("5e4e2e36dbd3e62f6ebce5ba"),3498,Pleasant Ave & E 120 St,40.7974772,-73.9311847
ObjectId("5e4e2e36dbd3e62f6ebce5bb"),3499,2 Ave & E 122 St,40.8006721,-73.9349
ObjectId("5e4e2e36dbd3e62f6ebce5bc"),350,Clinton St & Grand St,40.71559509,-73.9870295
ObjectId("5e4e2e36dbd3e62f6ebce5bd"),3500,E 115 St & Madison Ave,40.7989445,-73.944846
ObjectId("5e4e2e36dbd3e62f6ebce5be"),3501,E 118 St & Madison Ave,40.8014866,-73.9442507
ObjectId("5e4e2e36dbd3e62f6ebce5bf"),3502,Lexington Ave & E 111 St,40.7954121,-73.9441232
ObjectId("5e4e2e36dbd3e62f6ebce5c0"),3503,Madison Ave & E 120 St,40.80295,-73.942954
ObjectId("5e4e2e36dbd3e62f6ebce5c1"),3504,E 123 St & Lexington Ave,40.8029263,-73.9379
ObjectId("5e4e2e36dbd3e62f6ebce5c2"),3505,Lexington Ave & E 127 St,40.805726,-73.936322
ObjectId("5e4e2e36dbd3e62f6ebce5c3"),3506,Lexington Ave & E 120 St,40.8013066,-73.9398167
ObjectId("5e4e2e36dbd3e62f6ebce5c4"),3507,Park Ave & E 124 St,40.8045555,-73.9396861
ObjectId("5e4e2e36dbd3e62f6ebce5c5"),3508,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149
ObjectId("5e4e2e36dbd3e62f6ebce5c6"),3509,Lenox Ave & W 115 St,40.8011939,-73.9500739
ObjectId("5e4e2e36dbd3e62f6ebce5c7"),351,Front St & Maiden Ln,40.70530954,-74.00612572
ObjectId("5e4e2e36dbd3e62f6ebce5c8"),3510,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373
ObjectId("5e4e2e36dbd3e62f6ebce5c9"),3511,Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423
ObjectId("5e4e2e36dbd3e62f6ebce5ca"),3513,21 St & Hoyt Ave S,40.774645,-73.923706
ObjectId("5e4e2e36dbd3e62f6ebce5cb"),3514,Astoria Park S & Shore Blvd,40.7767,-73.927631
ObjectId("5e4e2e36dbd3e62f6ebce5cc"),3515,24 Ave & 26 St,40.774591,-73.918544
ObjectId("5e4e2e36dbd3e62f6ebce5cd"),3516,31 St & Astoria Blvd,40.7699176,-73.9184057
ObjectId("5e4e2e36dbd3e62f6ebce5ce"),3517,31 St & Hoyt Ave N,40.7711528,-73.9170074
ObjectId("5e4e2e36dbd3e62f6ebce5cf"),3518,Lenox Ave & W 126 St,40.808442,-73.9452087
ObjectId("5e4e2e36dbd3e62f6ebce5d0"),3520,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475
ObjectId("5e4e2e36dbd3e62f6ebce5d1"),3521,Lenox Ave & W 111 St,40.7987859,-73.9523
ObjectId("5e4e2e36dbd3e62f6ebce5d2"),3522,37 St & 24 Ave,40.7701477,-73.9120938
ObjectId("5e4e2e36dbd3e62f6ebce5d3"),3523,24 Ave & 29 St,40.7729,-73.916142
ObjectId("5e4e2e36dbd3e62f6ebce5d4"),3524,19 St & 24 Ave,40.7774552,-73.9225403
ObjectId("5e4e2e36dbd3e62f6ebce5d5"),3525,23 Ave & 27 St,40.776165,-73.9153175
ObjectId("5e4e2e36dbd3e62f6ebce5d6"),3526,31 St & 23 Ave,40.7747878,-73.9125551
ObjectId("5e4e2e36dbd3e62f6ebce5d7"),3527,5 Ave & E 126 St,40.80698,-73.941747
ObjectId("5e4e2e36dbd3e62f6ebce5d8"),3528,Steinway St & 23 Ave,40.7713937,-73.9077436
ObjectId("5e4e2e36dbd3e62f6ebce5d9"),3529,Lenox Ave & W 130 St,40.8107922,-73.9430681
ObjectId("5e4e2e36dbd3e62f6ebce5da"),353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458
ObjectId("5e4e2e36dbd3e62f6ebce5db"),3530,Crescent St & Ditmars Blvd,40.7787185,-73.9145645
ObjectId("5e4e2e36dbd3e62f6ebce5dc"),3531,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286
ObjectId("5e4e2e36dbd3e62f6ebce5dd"),3532,Ditmars Blvd & 19 St,40.78145,-73.9183302
ObjectId("5e4e2e36dbd3e62f6ebce5de"),3533,St. Nicholas Ave & W 126 St,40.8114323,-73.9518776
ObjectId("5e4e2e36dbd3e62f6ebce5df"),3534,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692
ObjectId("5e4e2e36dbd3e62f6ebce5e0"),3535,Mt Morris Park W & W 120 St,40.804038,-73.945925
ObjectId("5e4e2e36dbd3e62f6ebce5e1"),3536,W 116 St & Broadway,40.8082,-73.9641
ObjectId("5e4e2e36dbd3e62f6ebce5e2"),3537,Carlton Ave & Dean St,40.6809741,-73.9710097
ObjectId("5e4e2e36dbd3e62f6ebce5e3"),3538,W 110 St & Amsterdam Ave,40.802692,-73.96295
ObjectId("5e4e2e36dbd3e62f6ebce5e4"),3539,W 116 St & Amsterdam Ave,40.8067581,-73.9607082
ObjectId("5e4e2e36dbd3e62f6ebce5e5"),354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558
ObjectId("5e4e2e36dbd3e62f6ebce5e6"),3540,Morningside Ave & W 123 St,40.81,-73.9551508
ObjectId("5e4e2e36dbd3e62f6ebce5e7"),3541,Amsterdam Ave & W 125 St,40.813358,-73.956461
ObjectId("5e4e2e36dbd3e62f6ebce5e8"),3542,Amsterdam Ave & W 119 St,40.8086249,-73.9596214
ObjectId("5e4e2e36dbd3e62f6ebce5e9"),3543,Morningside Dr & Amsterdam Ave,40.81028506,-73.95736456
ObjectId("5e4e2e36dbd3e62f6ebce5ea"),3544,Underhill Ave & Pacific St,40.6804836,-73.9646795
ObjectId("5e4e2e36dbd3e62f6ebce5eb"),3545,Broadway & W 122 St,40.8120562,-73.9612547
ObjectId("5e4e2e36dbd3e62f6ebce5ec"),3546,Pacific St & Classon Ave,40.6791944,-73.9587903
ObjectId("5e4e2e36dbd3e62f6ebce5ed"),3547,Broadway & Moylan Pl,40.8143256,-73.9590255
ObjectId("5e4e2e36dbd3e62f6ebce5ee"),3549,Grand Ave & Bergen St,40.678045,-73.962408
ObjectId("5e4e2e36dbd3e62f6ebce5ef"),355,Bayard St & Baxter St,40.71602118,-73.99974372
ObjectId("5e4e2e36dbd3e62f6ebce5f0"),3551,3 Ave & E 112 St,40.795508,-73.941606
ObjectId("5e4e2e36dbd3e62f6ebce5f1"),3552,W 113 St & Broadway,40.805973,-73.964928
ObjectId("5e4e2e36dbd3e62f6ebce5f2"),3553,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145
ObjectId("5e4e2e36dbd3e62f6ebce5f3"),3554,Vernon Blvd & 41 Rd,40.7552433,-73.9485678
ObjectId("5e4e2e36dbd3e62f6ebce5f4"),3555,28 St & 41 Ave,40.751047,-73.93797
ObjectId("5e4e2e36dbd3e62f6ebce5f5"),3556,24 St & 41 Ave,40.7527085,-73.9397405
ObjectId("5e4e2e36dbd3e62f6ebce5f6"),3557,40 Ave & 9 St,40.75742,-73.945133
ObjectId("5e4e2e36dbd3e62f6ebce5f7"),3558,Bergen St & Vanderbilt Ave,40.6794388,-73.9680438
ObjectId("5e4e2e36dbd3e62f6ebce5f8"),3559,21 St & 38 Ave,40.7576314,-73.9391224
ObjectId("5e4e2e36dbd3e62f6ebce5f9"),356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206
ObjectId("5e4e2e36dbd3e62f6ebce5fa"),3560,28 St & 38 Ave,40.754876,-73.934326
ObjectId("5e4e2e36dbd3e62f6ebce5fb"),3561,37 Ave & 35 St,40.7531106,-73.9279917
ObjectId("5e4e2e36dbd3e62f6ebce5fc"),3562,Classon Ave & St Marks Ave,40.6765198,-73.9596082
ObjectId("5e4e2e36dbd3e62f6ebce5fd"),3563,28 St & 36 Ave,40.757186,-73.932719
ObjectId("5e4e2e36dbd3e62f6ebce5fe"),3564,21 St & 36 Ave,40.7601853,-73.9362726
ObjectId("5e4e2e36dbd3e62f6ebce5ff"),3565,36 Ave & 10 St,40.7614376,-73.9411265
ObjectId("5e4e2e36dbd3e62f6ebce600"),3566,Crescent St & 35 Ave,40.7596276,-73.9321455
ObjectId("5e4e2e36dbd3e62f6ebce601"),3567,11 St & 35 Ave,40.7627442,-73.9391141
